L1I;1;06:00;
L1I;1;06:30;
L1I;1;07:00;
L1I;1;07:30;
L1I;1;07:52;
L1I;1;08:14;
L1I;1;08:36;
L1I;1;08:58;
L1I;1;09:20;
L1I;1;09:42;
L1I;1;10:04;
L1I;1;10:26;
L1I;1;10:48;
L1I;1;11:10;
L1I;1;11:32;
L1I;1;11:54;
L1I;1;12:16;
L1I;1;12:38;
L1I;1;13:00;
L1I;1;13:30;
L1I;1;14:06;
L1I;1;14:30;
L1I;1;15:00;
L1I;1;15:30;
L1I;1;16:00;
L1I;1;16:30;
L1I;1;17:00;
L1I;1;17:30;
L1I;1;18:00;
L1I;1;18:30;
L1I;1;19:00;
L1I;1;19:30;
L1I;1;20:00;
L1I;1;20:30;
L1I;1;21:30;
L1I;2;06:00;
L1I;2;06:30;
L1I;2;07:00;
L1I;2;07:30;
L1I;2;07:52;
L1I;2;08:14;
L1I;2;08:36;
L1I;2;08:58;
L1I;2;09:20;
L1I;2;09:42;
L1I;2;10:04;
L1I;2;10:26;
L1I;2;10:48;
L1I;2;11:10;
L1I;2;11:32;
L1I;2;11:54;
L1I;2;12:16;
L1I;2;12:38;
L1I;2;13:00;
L1I;2;13:30;
L1I;2;14:06;
L1I;2;14:30;
L1I;2;15:00;
L1I;2;15:30;
L1I;2;16:00;
L1I;2;16:30;
L1I;2;17:00;
L1I;2;17:30;
L1I;2;18:00;
L1I;2;18:30;
L1I;2;19:00;
L1I;2;19:30;
L1I;2;20:00;
L1I;2;20:30;
L1I;2;21:30;
L1I;3;06:00;
L1I;3;06:30;
L1I;3;07:00;
L1I;3;07:30;
L1I;3;07:52;
L1I;3;08:14;
L1I;3;08:36;
L1I;3;08:58;
L1I;3;09:20;
L1I;3;09:42;
L1I;3;10:04;
L1I;3;10:26;
L1I;3;10:48;
L1I;3;11:10;
L1I;3;11:32;
L1I;3;11:54;
L1I;3;12:16;
L1I;3;12:38;
L1I;3;13:00;
L1I;3;13:30;
L1I;3;14:06;
L1I;3;14:30;
L1I;3;15:00;
L1I;3;15:30;
L1I;3;16:00;
L1I;3;16:30;
L1I;3;17:00;
L1I;3;17:30;
L1I;3;18:00;
L1I;3;18:30;
L1I;3;19:00;
L1I;3;19:30;
L1I;3;20:00;
L1I;3;20:30;
L1I;3;21:30;
L1I;4;06:00;
L1I;4;06:30;
L1I;4;07:00;
L1I;4;07:30;
L1I;4;07:52;
L1I;4;08:14;
L1I;4;08:36;
L1I;4;08:58;
L1I;4;09:20;
L1I;4;09:42;
L1I;4;10:04;
L1I;4;10:26;
L1I;4;10:48;
L1I;4;11:10;
L1I;4;11:32;
L1I;4;11:54;
L1I;4;12:16;
L1I;4;12:38;
L1I;4;13:00;
L1I;4;13:30;
L1I;4;14:06;
L1I;4;14:30;
L1I;4;15:00;
L1I;4;15:30;
L1I;4;16:00;
L1I;4;16:30;
L1I;4;17:00;
L1I;4;17:30;
L1I;4;18:00;
L1I;4;18:30;
L1I;4;19:00;
L1I;4;19:30;
L1I;4;20:00;
L1I;4;20:30;
L1I;4;21:30;
L1I;5;06:00;
L1I;5;06:30;
L1I;5;07:00;
L1I;5;07:30;
L1I;5;07:52;
L1I;5;08:14;
L1I;5;08:36;
L1I;5;08:58;
L1I;5;09:20;
L1I;5;09:42;
L1I;5;10:04;
L1I;5;10:26;
L1I;5;10:48;
L1I;5;11:10;
L1I;5;11:32;
L1I;5;11:54;
L1I;5;12:16;
L1I;5;12:38;
L1I;5;13:00;
L1I;5;13:30;
L1I;5;14:06;
L1I;5;14:30;
L1I;5;15:00;
L1I;5;15:30;
L1I;5;16:00;
L1I;5;16:30;
L1I;5;17:00;
L1I;5;17:30;
L1I;5;18:00;
L1I;5;18:30;
L1I;5;19:00;
L1I;5;19:30;
L1I;5;20:00;
L1I;5;20:30;
L1I;5;21:30;
L1I;6;06:00;
L1I;6;06:30;
L1I;6;07:00;
L1I;6;07:30;
L1I;6;08:00;
L1I;6;08:30;
L1I;6;09:00;
L1I;6;09:30;
L1I;6;10:00;
L1I;6;10:30;
L1I;6;11:00;
L1I;6;11:30;
L1I;6;12:00;
L1I;6;12:30;
L1I;6;13:00;
L1I;6;13:30;
L1I;6;14:00;
L1I;6;14:30;
L1I;6;15:00;
L1I;6;15:30;
L1I;6;16:00;
L1I;6;16:30;
L1I;6;17:00;
L1I;6;17:30;
L1I;6;18:00;
L1I;6;18:30;
L1I;6;19:00;
L1I;6;19:30;
L1I;6;20:00;
L1I;6;20:30;
L1I;7;07:00;
L1I;7;08:30;
L1I;7;10:00;
L1I;7;11:30;
L1I;7;13:00;
L1I;7;14:30;
L1I;7;16:00;
L1I;7;17:30;
L1I;7;19:00;
L1I;7;20:30;
L1R;1;04:09;
L1R;1;05:40;
L1R;1;06:39;
L1R;1;07:09;
L1R;1;07:39;
L1R;1;08:09;
L1R;1;08:31;
L1R;1;08:53;
L1R;1;09:15;
L1R;1;09:37;
L1R;1;09:59;
L1R;1;10:21;
L1R;1;10:43;
L1R;1;11:05;
L1R;1;11:27;
L1R;1;11:49;
L1R;1;12:11;
L1R;1;12:33;
L1R;1;12:55;
L1R;1;13:17;
L1R;1;13:39;
L1R;1;14:09;
L1R;1;14:45;
L1R;1;15:09;
L1R;1;15:39;
L1R;1;16:09;
L1R;1;16:39;
L1R;1;17:09;
L1R;1;17:39;
L1R;1;18:09;
L1R;1;18:39;
L1R;1;19:09;
L1R;1;19:39;
L1R;1;20:39;
L1R;1;21:09;
L1R;1;22:09;
L1R;2;04:09;
L1R;2;05:40;
L1R;2;06:39;
L1R;2;07:09;
L1R;2;07:39;
L1R;2;08:09;
L1R;2;08:31;
L1R;2;08:53;
L1R;2;09:15;
L1R;2;09:37;
L1R;2;09:59;
L1R;2;10:21;
L1R;2;10:43;
L1R;2;11:05;
L1R;2;11:27;
L1R;2;11:49;
L1R;2;12:11;
L1R;2;12:33;
L1R;2;12:55;
L1R;2;13:17;
L1R;2;13:39;
L1R;2;14:09;
L1R;2;14:45;
L1R;2;15:09;
L1R;2;15:39;
L1R;2;16:09;
L1R;2;16:39;
L1R;2;17:09;
L1R;2;17:39;
L1R;2;18:09;
L1R;2;18:39;
L1R;2;19:09;
L1R;2;19:39;
L1R;2;20:39;
L1R;2;21:09;
L1R;2;22:09;
L1R;3;04:09;
L1R;3;05:40;
L1R;3;06:39;
L1R;3;07:09;
L1R;3;07:39;
L1R;3;08:09;
L1R;3;08:31;
L1R;3;08:53;
L1R;3;09:15;
L1R;3;09:37;
L1R;3;09:59;
L1R;3;10:21;
L1R;3;10:43;
L1R;3;11:05;
L1R;3;11:27;
L1R;3;11:49;
L1R;3;12:11;
L1R;3;12:33;
L1R;3;12:55;
L1R;3;13:17;
L1R;3;13:39;
L1R;3;14:09;
L1R;3;14:45;
L1R;3;15:09;
L1R;3;15:39;
L1R;3;16:09;
L1R;3;16:39;
L1R;3;17:09;
L1R;3;17:39;
L1R;3;18:09;
L1R;3;18:39;
